id_grupo_consulta,mes,id_m_persistente,version_receta,barraf_origen,factor_origen_m,fila_origen_posicion,rz_soc_suministrador,rut_suministrador,mwh_origen,mwh_destino_agregado,fila_destino_posicion
CONSULTA:18eb7a563912335c6fa8b097,2511,M:bd2a0dfe4e0d60da6ee3d524,e408014267b97edffcb36ae562625babd339ce406e97aefe75017241512bb8de,BOMBEO3_______004,1.0,4829,Enel Generación Chile S.A.,91081000-6,481.697579,481.697579,4829
CONSULTA:5eb3a493e6ba9e203fefd140,2511,M:c5bd31c2fcb7dd8b6f264a3a,d49e8b01ff827ffe7e6f9e6e79add3066a3599b609662261a7eb9ebae6211fbe,PURI__________220,1.0,3737,Colbún S.A.,96505760-9,12941.585511,12941.585511,3737
CONSULTA:5eb3a493e6ba9e203fefd140,2511,M:c5bd31c2fcb7dd8b6f264a3a,d49e8b01ff827ffe7e6f9e6e79add3066a3599b609662261a7eb9ebae6211fbe,PURI__________220,1.0,3738,Enel Generación Chile S.A.,91081000-6,12941.585511,12941.585511,3738
CONSULTA:ad5079d06a6701d9eea10e03,2511,M:081e0b49cd1d2fe25652cdc4,d9932a4c5c96aee3748f9696c3a0ad3f32377cb8727358cadc14378864739801,BOMBEO4_______004,1.0,4830,Colbún S.A.,96505760-9,443.280454,443.280454,4830
CONSULTA:ad5079d06a6701d9eea10e03,2511,M:081e0b49cd1d2fe25652cdc4,d9932a4c5c96aee3748f9696c3a0ad3f32377cb8727358cadc14378864739801,BOMBEO4_______004,1.0,4831,Enel Generación Chile S.A.,91081000-6,443.28045299999997,443.28045299999997,4831
CONSULTA:e17222777449feec52d13dfb,2511,M:78c71e47b0a58aabaec48e95,b527e708784504f7b8692dc73058ea5dcac2b2fc319b465bea7132fe39e1213f,BOMBEO2_______004,1.0,4826,Colbún S.A.,96505760-9,367.592329,367.592329,4826
CONSULTA:e17222777449feec52d13dfb,2511,M:78c71e47b0a58aabaec48e95,b527e708784504f7b8692dc73058ea5dcac2b2fc319b465bea7132fe39e1213f,BOMBEO2_______004,1.0,4827,Enel Generación Chile S.A.,91081000-6,367.59232799999995,367.59232799999995,4827
CONSULTA:d92a9820659e4780293ae5ba,2511,M:6ad694f2a03ff32b8568b817,0745ddfcc636c4e8193862a51846ba1e6f042e2f5ce4236222e688b50ae48441,AGUILA________066,1.0,4823,Engie Energía Chile S.A.,88006900-4,2121.012384,2121.012384,4823
CONSULTA:b310ceb4934bdc1527f204b1,2511,M:1011ec749635690cde3e95d3,ead768adda7405d3556dfe909bd59a2312fe3cb6bf48cc08b861e876f5312b88,N.VICTORIA____220,1.0,4850,Enel Generación Chile S.A.,91081000-6,771.2557800000001,771.2557800000001,4850
CONSULTA:b310ceb4934bdc1527f204b1,2511,M:1011ec749635690cde3e95d3,ead768adda7405d3556dfe909bd59a2312fe3cb6bf48cc08b861e876f5312b88,N.VICTORIA____220,1.0,4851,Noracid S.A.,76858530-K,1637.065798,1637.065798,4851
CONSULTA:be0c827bf0b88671e680a0c3,2511,M:92b5598ff9417269d3d92089,7a35de8f2ee98b3ff5146e3bfc8544b7610de886a11a6c2eeeb2909df01ef4f2,L.LUCES_______110,1.0,2133,Imelsa Energía SpA,76472262-0,4119.133525,4119.133525,2133
CONSULTA:0e5bdaf306629df5882ba66c,2511,M:b21f9fdff19369ea54d50101,653bf8d99530a899263e25f5e17db2e1447c6f10de9601992e22d6b0fe599c3c,OXIDOS________110,1.0,3555,Imelsa Energía SpA,76472262-0,2390.696956,2390.696956,3555
CONSULTA:44098256b77f56e296845158,2511,M:721aceae819f5b0105799cf9,a2379118fd555fe0c8a96d1945331b2508b40484330f71584c6cf7d3c25ca855,CABILDO_______023,1.0,656,Imelsa Energía SpA,76472262-0,3087.29387,3087.29387,656
CONSULTA:44098256b77f56e296845158,2511,M:721aceae819f5b0105799cf9,a2379118fd555fe0c8a96d1945331b2508b40484330f71584c6cf7d3c25ca855,CABILDO_______023,1.0,657,Imelsa Energía SpA,76472262-0,850.24368,850.24368,657
CONSULTA:dfb2723fba6c346b9aefbb77,2511,M:07d5328b1a1982aadb5437a0,b40e5e5ec7ad8073cfd0ef4c3d721b8388fdcc1bf7d03a0b2cbc1e54a7513a19,L.UNION_______013,1.0,2034,Enel Generación Chile S.A.,91081000-6,5321.506971,5321.506971,2034
CONSULTA:5279a6ad0ddce72a4bff8fdb,2511,M:e4a5c511660d619760b5964f,3fc8afbadbe8e990a25d105b3d2375ae1fe3072a65f091450e9174a514792948,PAJONAL_______023,1.0,837,Enel Green Power Chile S.A.,76412562-2,250.401604,250.401604,837
CONSULTA:ac8a3b7b688c862ffaba316d,2511,M:2abc45cd59f6d1d79a8cab97,f1cbcc7953cbf20c02dd363d65884868ccea107a3586ce5eecede8ad193419c5,CERRILLOS_____013,1.0,874,Acciona Energía Chile Holdings S.A.,76437712-5,6123.161309,6123.161309,874
CONSULTA:ac8a3b7b688c862ffaba316d,2511,M:2abc45cd59f6d1d79a8cab97,f1cbcc7953cbf20c02dd363d65884868ccea107a3586ce5eecede8ad193419c5,CERRILLOS_____013,1.0,875,Acciona Energía Chile Holdings S.A.,76437712-5,570.6931850000001,570.6931850000001,875
CONSULTA:c5206f1eef43fd3b619eba18,2511,M:c034a22ac7820112cc2166de,bf92a4d83ac6a7a002fe5a5af6dcf0fa6920b178cd72b442f12743b267221513,QUELTEHUES____110,1.0,842,Colbún S.A.,96505760-9,22.677641,22.677641,842
CONSULTA:33979fe902954f9db210b946,2511,M:58ad02ab31c720871cc2175f,b83ed38d5c56e084d254be142406b4c72d67258646f196d6dbc47841f8c7d088,EL_NEGRO______110,1.0,4825,Engie Energía Chile S.A.,88006900-4,7371.199419,7371.199419,4825
CONSULTA:d7cf675b432cd15b887ef367,2511,M:d02d60d6364d81c804d16c44,5e96e21bb711a1c442cf55acf3c50a1079ce9cefc4fb64b59fc6e8ed9f63e81a,OESTE_________220,1.0,4854,Engie Energía Chile S.A.,88006900-4,1172.114723,1172.114723,4854
CONSULTA:e5f72dd6b6b4599aed343200,2511,M:a7fb060e0eb9fd6ffa11cc29,96e32944245c2ff6a44552f0ff894c0d082307eb3d6954257189f110fc832920,CARDONES______220,1.0,754,AES Andes S.A.,94272000-9,66767.384714,66767.384714,754
CONSULTA:783fa679555da97327342b54,2511,M:06a6a8959f4655331513e222,f9160c6bc0f56789e0c54900361673e717fef98a9f918ab77b47164f1bac5a83,P.COLORADA____220,1.0,3735,Enel Generación Chile S.A.,91081000-6,7440.654642,7440.654642,3735
CONSULTA:e504e9b3fd2f6cb9f1120652,2511,M:cfdbb9fc1d16ce25dee5c442,b199fb6aab226a3a82559ef908e3d2236a003b9a57f2dde158fda73c243984a1,PALLATA_______220,1.0,3268,Colbún S.A.,96505760-9,27388.520618000002,27388.520618000002,3268
CONSULTA:e504e9b3fd2f6cb9f1120652,2511,M:cfdbb9fc1d16ce25dee5c442,b199fb6aab226a3a82559ef908e3d2236a003b9a57f2dde158fda73c243984a1,PALLATA_______220,1.0,3269,Enel Generación Chile S.A.,91081000-6,39139.138154,39139.138154,3269
CONSULTA:e504e9b3fd2f6cb9f1120652,2511,M:cfdbb9fc1d16ce25dee5c442,b199fb6aab226a3a82559ef908e3d2236a003b9a57f2dde158fda73c243984a1,PALLATA_______220,1.0,3270,Tamakaya Energía SpA,76349223-0,20847.073966,20847.073966,3270
CONSULTA:453924ae03ef5a7f9d4da328,2511,M:cb40444becef114ac33c31cd,f4adcff714fd91545eedbe70ba73ca47e9f67eafa9066d6cb558714e6ed680b7,KAPATUR_______220,1.0,1803,Colbún S.A.,96505760-9,7014.114542,7014.114542,1803
CONSULTA:453924ae03ef5a7f9d4da328,2511,M:cb40444becef114ac33c31cd,f4adcff714fd91545eedbe70ba73ca47e9f67eafa9066d6cb558714e6ed680b7,KAPATUR_______220,1.0,1804,Enel Generación Chile S.A.,91081000-6,10078.626575999999,10078.626575999999,1804
CONSULTA:453924ae03ef5a7f9d4da328,2511,M:cb40444becef114ac33c31cd,f4adcff714fd91545eedbe70ba73ca47e9f67eafa9066d6cb558714e6ed680b7,KAPATUR_______220,1.0,1805,Tamakaya Energía SpA,76349223-0,5136.08773,5136.08773,1805
CONSULTA:35a45f1ba4bc863e9096a71f,2511,M:cd73047a5a623ea73052b5ed,fef4bcecfaeea0ec81939eadc8df7d8ad9693fd54d7d822864626603526145d5,TORQUEMADA____110,1.0,4910,ENAP Refinerías S.A.,87756500-9,174.875733,174.875733,4910
CONSULTA:4a288645119f623b3500fa47,2511,M:ba9fb136e7ebd0e928ee8843,02a83f71f592b028908ef609fb85dab9b4e8f58e0c7b12047eaf3f4b44c8154a,PETROPOWER____066,1.0,3436,ENAP Refinerías S.A.,87756500-9,26211.558782,26211.558782,3436
CONSULTA:4fd2ed25c3af76f165507aea,2511,M:96a8efa164a85eeb55e82733,4631136961cdb201ff59a00b791ebe94ec4f9687d7daa364fd1cc1c99573ea2d,VENTANAS______110,1.0,4965,Enel Generación Chile S.A.,91081000-6,669.700516,669.700516,4965
CONSULTA:7d2de1cce69455e1524d96c2,2511,M:572c02eb3f9b5dbcd8105806,376f60200dd872ad4ff5509a3fff5f4a24c98cbe61415a048591b67ef60f393b,ARICA_________066,1.0,379,Engie Energía Chile S.A.,88006900-4,60.806591,60.806591,379
CONSULTA:836ab03695b86adc0d39e3be,2511,M:6b99282f77d593e8a6cab850,6b36b37a9c143b45b48633076c9d06d038df0746d15e3e31155586df0aba2792,CHAPIQUINA____013,1.0,831,Engie Energía Chile S.A.,88006900-4,169.36696700000002,169.36696700000002,831
CONSULTA:1772d0dba6e177c743b3ad1c,2511,M:d245469941efa552e7b58bab,cd32a62ebdefc56ee1dc31aa76e1981e5d2248f573d731cb1a786518a60a1bf8,CHACAYA_______110,1.0,1038,Engie Energía Chile S.A.,88006900-4,295.740623,295.740623,1038
CONSULTA:f3659db72dd9d66b217d2533,2511,M:6cb957722d6f3150f03797f5,49f580af04a4b7b62180ca31e9ec5488589ddfe1ef6157a07d0f31316271b4e7,ALTONORTE_____110,1.0,232,Engie Energía Chile S.A.,88006900-4,28305.973251,28305.973251,232
CONSULTA:49e7c0a460438ec9ddfd1c3b,2511,M:678d2bb29d9bd3014d1be5b6,c5fe9d657e28acf448671b83d26dea79a76ab4c77c76eea82e67e4dcadd8e04f,TARAPACA______220,1.0,4858,Colbún S.A.,96505760-9,8811.115971000001,8811.115971000001,4858
CONSULTA:49e7c0a460438ec9ddfd1c3b,2511,M:678d2bb29d9bd3014d1be5b6,c5fe9d657e28acf448671b83d26dea79a76ab4c77c76eea82e67e4dcadd8e04f,TARAPACA______220,1.0,4859,Enel Generación Chile S.A.,91081000-6,2600.4908480000004,2600.4908480000004,4859
CONSULTA:f5c4b76d7700c3fa4356a409,2511,M:76737158b95146757ac24a73,9f1fa404090bff18c4024e393b3eb2928a95a8e903ff6edf813b28ae8678ea5b,CAHUIZA_______220,1.0,697,Colbún S.A.,96505760-9,23616.749703,23616.749703,697
CONSULTA:c5947f61638822e235d0220e,2511,M:dfead7670ab71789f93e5170,fafa57c98a6e19e917378b22354fb3a19ee2d421ad923636bb1b47b3b08ab54d,COLLAHUASI____220,1.0,1263,Atacama Solar SpA,76055134-1,16499.999989,16499.999989,1263
CONSULTA:c5947f61638822e235d0220e,2511,M:dfead7670ab71789f93e5170,fafa57c98a6e19e917378b22354fb3a19ee2d421ad923636bb1b47b3b08ab54d,COLLAHUASI____220,1.0,1264,Colbún S.A.,96505760-9,12201.712276,12201.712276,1264
CONSULTA:c5947f61638822e235d0220e,2511,M:dfead7670ab71789f93e5170,fafa57c98a6e19e917378b22354fb3a19ee2d421ad923636bb1b47b3b08ab54d,COLLAHUASI____220,1.0,1265,Enel Generación Chile S.A.,91081000-6,95700.000013,95700.000013,1265
CONSULTA:c5947f61638822e235d0220e,2511,M:dfead7670ab71789f93e5170,fafa57c98a6e19e917378b22354fb3a19ee2d421ad923636bb1b47b3b08ab54d,COLLAHUASI____220,1.0,1266,Pozo Almonte Solar 2 S.A.,76055356-5,1730.1271669999999,1730.1271669999999,1266
CONSULTA:c5947f61638822e235d0220e,2511,M:dfead7670ab71789f93e5170,fafa57c98a6e19e917378b22354fb3a19ee2d421ad923636bb1b47b3b08ab54d,COLLAHUASI____220,1.0,1267,Pozo Almonte Solar 3 S.A.,76055354-9,1336.304844,1336.304844,1267
CONSULTA:2a8e8514f35601e9924509b9,2511,M:6490e8ea639c6ad2c1b0bd89,00295fa2e3fc8b937e92f42dc4c0647c6c3a42d748168744a660bd611a485236,MEJILLONES____110,1.0,2952,Engie Energía Chile S.A.,88006900-4,3323.37837,3323.37837,2952
CONSULTA:ef79d5e8d8141ce8efb0c38a,2511,M:e30fddf23a10659eb2872c17,51bd806d18f11456dd2028d0a796c0e817f05057741c8814109b2609b37e60ac,LLAYLLAY______110,1.0,1405,Enel Generación Chile S.A.,91081000-6,4085.8993259999997,4085.8993259999997,1405
CONSULTA:c6c519982be6e1352c0833d3,2511,M:f194b213231cdc8c1d47eec6,24533deef1d164a8e82379cc11b43e6d0ce39c495a016fdc8b387b6419032f97,PPEUCO________110,1.0,3736,Colbún S.A.,96505760-9,11446.144359,11446.144359,3736
CONSULTA:fb9a82077703eec5add3f3a6,2511,M:de83201574c676beb8c5cbb0,f95ca13beb98dfd7f3584f562c3e5650bedf6e6d77ca7755a6336fb891aec516,TAP_POLPAICO__066,1.0,3575,Colbún S.A.,96505760-9,1833.88843,1833.88843,3575
CONSULTA:a25fbb93168cf4f63d8ecee2,2511,M:8c7302bc048944729e65e4e9,8c5a046e63f54f5d650602ed1e2a476acd1d7ebd3689a59ecf0d3ad8060c9ea2,MEJILLONES____023,1.0,2954,Colbún S.A.,96505760-9,888.829915,888.829915,2954
CONSULTA:cc11be8989f66c7f11de0473,2511,M:95050afcdbcc6ecd04a8f6a0,26c18f5923a4bc07fd6613d088253e42b28934351bc3a1c0ef108b8bdc9a2052,CATEMU________044,1.0,807,Norvind S.A.,76919070-8,2148.317846,2148.317846,807
CONSULTA:53e4b98f4831303a34d8e390,2511,M:200c7285afbb944c92cb5309,a07f55ce796613e962485c63de7a6c48a8538f65bba98a8e6adb6f69b6cf8e54,CHACAYA_______110,1.0,1039,Engie Energía Chile S.A.,88006900-4,7.169587000000001,7.169587000000001,1039
CONSULTA:a3bd521538581382fe520e35,2511,M:1de8b91232a0019b14be33a4,d0ebb838abe5e2d4248854761669f7e64c4db86f539a80c3382f90f7845b93f3,S.VICENTE_____013,1.0,4533,GR Power Chile SpA,77209283-0,1658.5200479999999,1658.5200479999999,4533
CONSULTA:a7d03571f9498b742b4e705c,2511,M:2caaf26f48ab7c80c8dcf823,b3d6d7fac232ba6ec944c832893b70391632a10444f5938f3c191ffe1345d391,VENTANAS______110,1.0,4964,Enel Generación Chile S.A.,91081000-6,41.812087,41.812087,4964
CONSULTA:bd3efa4fd614d8635e43e562,2511,M:ac027db6d394dd0ea5978d04,5997bcc7527c0e59409e65f137a61d7c673f0d7ecd3052ecf2205c28693f7709,LAMPA_________220,1.0,2048,Enel Generación Chile S.A.,91081000-6,26298.157813,26298.157813,2048
CONSULTA:6f971b211a112a0ae84a2b82,2511,M:2c26ed6ef40139d3dcc57e6b,57c9fb5a4905c31e4d3195f996b65d9d219a4e0aa177ed5933c67bb89330f9b4,S.VICENTE_____154,1.0,4535,Engie Energía Chile S.A.,88006900-4,3973.6846140000002,3973.6846140000002,4535
CONSULTA:902d670a153353fbd3d7e683,2511,M:428156e186b2d5b18d4943a9,dc5c35574554acaa99b293092af70a1a73388b8a84aeae31d251a71aa1b3a167,MOLYCOP_______220,1.0,3063,Engie Energía Chile S.A.,88006900-4,8277.44951,8277.44951,3063
CONSULTA:beba19dc0b48f64dd79f2c29,2511,M:a35b10c36c576a780798685d,646b329962598a2be1164587480c5a2328d1135cae0b4daa102bed6da0d8e4ea,N.VICTORIA____220,1.0,4852,,76085254-6,6651.720889,6651.720889,4852
CONSULTA:f208f05b67ec1378c0c49ebe,2511,M:b480f139dea5fd88247e2f78,8bcf274d06f613778ad1475608d7c7361898ececaee4d5c91d0899d775e3bc1d,LACRUZ________220,1.0,4832,,76085254-6,3755.463952,3755.463952,4832
CONSULTA:aee1ebb5367afd194cb38146,2511,M:76b1dd0883291896d007b03a,819f6e06d5ceaddeca9e8f317686587391b5e117b5211ecfc36543a85131871b,LOA___________220,1.0,4824,,76085254-6,6934.370749,6934.370749,4824
CONSULTA:a45658cede3dff00d3eb46b7,2511,M:595010f1c471c20d5d97089d,ee3f43659019cd2f9aaf7e087e56052f18cc43f74ded4cecbe17f9d8b2f5f0eb,LAGUNAS_______023,1.0,2044,,76085254-6,6061.885406,6061.885406,2044
CONSULTA:6edc84689d90565a4b2a8738,2511,M:294808e5f44e8eeecf72dd79,2b571c918a0df80a81c342f0f2a280888cccca40d19a715d56b2e0563252b3d3,OESTE_________220,1.0,4855,,76085254-6,14861.837827,14861.837827,4855
CONSULTA:2c5b44a7979fb7f097e0c514,2511,M:f034ec71716ae4724b04dee0,05cb43d6bce03b97ba98708be46cf47c88f96f097e7de2bccbf86b8e9f36d04e,TOCOPILLA_____005,1.0,4907,,76085254-6,183.9054,183.9054,4907
CONSULTA:47ca6022fc14eb6fa21ab03a,2511,M:2e598b1a64b12be3789c046e,12e960782db9b8653d76531642e6c8768d93d6f09855f26c21dffefd381d1690,T.ACCNORTE____110,1.0,749,,76085254-6,16810.451386,16810.451386,749
CONSULTA:d1f671fe43815dbebf8630d2,2511,M:2483c7098f773e350fed3fba,7e6f4b9fb4b14022c9376b5a277bca50c17b8a29d5eb381bb7a91762d434faab,CIRUELOS______220,1.0,1176,Arauco Bioenergía SpA,96547510-9,2.201074,2.201074,1176
CONSULTA:ae1458694aafcd0c65524368,2511,M:60fe0b861a99812c574a45d3,fc6eed0884ab127bc6c92c21e6b91385a75cff0f79f60bf225a17f6491bc2ff3,PARAUCO_______220,1.0,370,Arauco Bioenergía SpA,96547510-9,2665.025624,2665.025624,370
CONSULTA:ee71b80b7ef95ef1054106a1,2511,M:bf498371d2838e905990c204,41d4c0f87080552b7cf44a4cf738a9164eac88fde607c250e1993481c3958bab,CONSTIT.______066,1.0,1339,Arauco Bioenergía SpA,96547510-9,64.560793,64.560793,1339
CONSULTA:3cff9ce2a1d31422b036d09c,2511,M:a0fb474d6faa36ab890a9c49,41e72c8b6d6c75ac71dd15bc3cc62ebbfb33bbeeb8cc714cc2294a44f1d3ab86,LICANTEN______066,1.0,2205,Arauco Bioenergía SpA,96547510-9,191.297298,191.297298,2205
CONSULTA:0adead95f0ba8f20cc4324f6,2511,M:e7a0c992943edefc0a682779,1180ee42732dd495290376cbd88c798211f8092cedc13f6c7134f674260836d2,STA.ELVIRA____066,1.0,4646,Arauco Bioenergía SpA,96547510-9,3977.137823,3977.137823,4646
CONSULTA:9a1c540648cf67b1d2eb9fa1,2511,M:8bba9088d380f5b528fb13f1,3db666498607da01d03b7049cd847c8d4bad91e544169077fccce74b5cdbb385,PALTO_________110,1.0,3625,Enel Generación Chile S.A.,91081000-6,823.553598,823.553598,3625
CONSULTA:eace0ce004d4612d93c4a41e,2511,M:d876250b28b501d2f118f38e,20e108edd13b04bd55a1ab19ff2ea27a40991daa03f67de9dd10539d18311d2a,OXY___________154,1.0,3165,Enel Generación Chile S.A.,91081000-6,11330.351924,11330.351924,3165
CONSULTA:be337721c37a7619caea8a83,2511,M:44bbc5b0ff9db8aab18d2ff9,d534fd352bd2f3cf50df2e7833445711181033218af6bbaff54e762a0b209c91,ESPERANZA_SNG_220,1.0,1642,Enel Generación Chile S.A.,91081000-6,3700.219775,3700.219775,1642
CONSULTA:8fa4d68d6056b8b6b5736c23,2511,M:a6482995b0a37f4e3874b858,daf55add2a91d56ed343f5eef1270b2b3540c2eded0639808d6e2347d7f35455,QUELTEHUES____110,1.0,841,AES Andes S.A.,94272000-9,78.361661,78.361661,841
CONSULTA:54d7b525af285cacb7f87b30,2511,M:85d8c1240448feaf827be513,110e686c4549854c1e9aa60e7aa4acc7254a0201f8e32afe03bb0f36eb5341a2,MAITENES______110,1.0,834,AES Andes S.A.,94272000-9,789.025401,789.025401,834
CONSULTA:1deefd1d30863d6077b23117,2511,M:4eb539475ffb482a40977f52,8f15524917854847a530be96d3b54977949c932aba3b924a14e05abf86313937,P.ALMONTE_____110,1.0,3581,Tamakaya Energía SpA,76349223-0,136.88953400000003,136.88953400000003,3581
CONSULTA:6e2541e2936b1af57083775e,2511,M:44d46d7e45a3a080c5bed817,a4f07f1ae96ccf8a50cccb4d7890c177bee14feebcf8d65052fab41451c26faf,S.VICENTE_____154,1.0,4534,Engie Energía Chile S.A.,88006900-4,1266.1303130000001,1266.1303130000001,4534
CONSULTA:bad66a234b2a66dbee9cddea,2511,M:f9d954d7960a7bdeb61188d1,d6ed2b3a275a6c82cb713195c4d35aa88198f64b9c98ea5fd6ccbbfca636bd1d,HUASCO________110,1.0,1765,Amanecer Solar SpA,76273559-8,5487.938480000001,5487.938480000001,1765
CONSULTA:bad66a234b2a66dbee9cddea,2511,M:f9d954d7960a7bdeb61188d1,d6ed2b3a275a6c82cb713195c4d35aa88198f64b9c98ea5fd6ccbbfca636bd1d,HUASCO________110,1.0,1766,Guacolda Energía SpA,76418918-3,15761.350607999999,15761.350607999999,1766
CONSULTA:acd037222ed2c350e338236c,2511,M:ab3f4966cda539d6df24145a,a9c925965b24da8a6b48f6ebd7c94a222b20455b5f4eea5bc7515f0ecb975b26,CARDONES______110,1.0,750,Amanecer Solar SpA,76273559-8,2670.970039,2670.970039,750
CONSULTA:acd037222ed2c350e338236c,2511,M:ab3f4966cda539d6df24145a,a9c925965b24da8a6b48f6ebd7c94a222b20455b5f4eea5bc7515f0ecb975b26,CARDONES______110,1.0,751,Guacolda Energía SpA,76418918-3,8980.79337,8980.79337,751
CONSULTA:96f017716f7e0037df867109,2511,M:52fa00f4e1cfa736dc4766f1,fd0d4f4e6b9f3d29c92fa0a50c93d0b4dfaa4000bd451bec05fae14362871b13,ROMERAL_______110,1.0,4015,Amanecer Solar SpA,76273559-8,1672.926682,1672.926682,4015
CONSULTA:96f017716f7e0037df867109,2511,M:52fa00f4e1cfa736dc4766f1,fd0d4f4e6b9f3d29c92fa0a50c93d0b4dfaa4000bd451bec05fae14362871b13,ROMERAL_______110,1.0,4016,Guacolda Energía SpA,76418918-3,5153.470008,5153.470008,4016
CONSULTA:f6007f8bd024eeb4337ff5d8,2511,M:87943746cb2ffa72e05c6755,fedd749fcc828d93c73c6922b81212f2f1cb3349df615f8ead66ee4772525a2e,TOTORALICMP___220,1.0,4911,Amanecer Solar SpA,76273559-8,382.029849,382.029849,4911
CONSULTA:f6007f8bd024eeb4337ff5d8,2511,M:87943746cb2ffa72e05c6755,fedd749fcc828d93c73c6922b81212f2f1cb3349df615f8ead66ee4772525a2e,TOTORALICMP___220,1.0,4912,Guacolda Energía SpA,76418918-3,5756.298186,5756.298186,4912
CONSULTA:e98f2f417619ddc880991bbf,2511,M:bfbcc6925d58759da10f823a,f5dff8868d299891d34534839a744d447a94710e5c84142b97321f6bca0486a5,L.COLOR1______110,1.0,2580,Amanecer Solar SpA,76273559-8,1298.153045,1298.153045,2580
CONSULTA:e98f2f417619ddc880991bbf,2511,M:bfbcc6925d58759da10f823a,f5dff8868d299891d34534839a744d447a94710e5c84142b97321f6bca0486a5,L.COLOR1______110,1.0,2581,Guacolda Energía SpA,76418918-3,4186.9917749999995,4186.9917749999995,2581
CONSULTA:1ff2a2e56be798a9eb42f897,2511,M:324b28a93f668757b3156e60,9dbd3323504b1f7f1117395d075b3ed0fc69af03b5388013f9315845fc79372f,CERRONEGRONOR_220,1.0,899,Amanecer Solar SpA,76273559-8,4162.778,4162.778,899
CONSULTA:1ff2a2e56be798a9eb42f897,2511,M:324b28a93f668757b3156e60,9dbd3323504b1f7f1117395d075b3ed0fc69af03b5388013f9315845fc79372f,CERRONEGRONOR_220,1.0,900,Guacolda Energía SpA,76418918-3,12551.637050000001,12551.637050000001,900
CONSULTA:1b070a577a64f7aacdfb8d72,2511,M:ff04f0f5133614548e77e086,a1487c19703698abf4d8b049bccdc5bd940c3987701d2891f8fbb273ad36b398,BUCALEMU______066,1.0,609,Colbún S.A.,96505760-9,8.788488,8.788488,609
CONSULTA:4a21bae8d219b9ba346efda1,2511,M:a06e5e1af96fff7787b87a18,0895e982bfad2f9a181d70e16dc95708dce4c03f0df331be79987c0285468860,PICOLTUE______023,1.0,3472,Colbún S.A.,96505760-9,1918.815459,1918.815459,3472
CONSULTA:1b51e3105b5b81ff23c05b15,2511,M:d70efcde00056639d890c286,489572a33de8f1cc3640212f989e2f9c4fcef3f825f845c545b40144338b3709,PALESTINA_____220,1.0,4856,Enel Generación Chile S.A.,91081000-6,8397.086707,8397.086707,4856
CONSULTA:0f1f110eccd6267600f66871,2511,M:78597bdc32487bed670bb1cc,00e1f7e9b09b1364ae08e4f216898118518b7db9873fc166cd06ba74e5e9728b,TENO__________154,1.0,4889,Arauco Bioenergía SpA,96547510-9,4800.903542,4800.903542,4889
CONSULTA:905dd2d81c56f229099127a2,2511,M:d3e6f88912c6dfa071aeded9,acf4c78c590d44efc2e245b9856d40babb78fdb63f7ff1774f1fe4cae4425b2e,CONSTIT.______066,1.0,1340,Arauco Bioenergía SpA,96547510-9,6.195024,6.195024,1340
CONSULTA:8fa8050aa4afa479d765854a,2511,M:fd15a49d1adb9d537849b500,c8eb92b04cf645987cb17d7264f04525323977c85ce38994ddcc1d80ba329151,CHOLGUAN______013,1.0,1148,Arauco Bioenergía SpA,96547510-9,2339.594123,2339.594123,1148
CONSULTA:bb57ab2fba04265d4fd9b1c3,2511,M:be395aa11de5fb89eb862627,fb87007f6786a75c6429f5eaa86edd9ba170c063a83a1e72b7559b765380ba99,FOPACO________006,1.0,1695,Enel Generación Chile S.A.,91081000-6,4935.456053999999,4935.456053999999,1695
CONSULTA:9b087fb1a6023101a874561b,2511,M:fda6fcd73d483368af802c23,49c14c2929488d571fa51b787ad2fe0ec841d1e9117373b7793eba83237e1358,ISLADMAIPO____066,1.0,1796,Bioenergías Forestales SpA,76188197-3,9729.120204,9729.120204,1796
CONSULTA:624173e47460d3f63164d63b,2511,M:e0811411b33be32b093a631c,b12c89ceb3595a715278151d6a206cbfa0abbc231619a3c2d3d2c2c72b830295,PALTO_________110,1.0,3627,Enel Generación Chile S.A.,91081000-6,3586.048518,3586.048518,3627
CONSULTA:3df914242f6a341620d07258,2511,M:04d36064bff76ad467b22b71,d06b5dafe95e8bceb43a0d7b744d1120da1b019d5b5eaba1ba32d4cc2ab24692,LAJA__________220,1.0,816,Bioenergías Forestales SpA,76188197-3,2143.84974,2143.84974,816
CONSULTA:3df914242f6a341620d07258,2511,M:04d36064bff76ad467b22b71,d06b5dafe95e8bceb43a0d7b744d1120da1b019d5b5eaba1ba32d4cc2ab24692,LAJA__________220,1.0,817,Colbún S.A.,96505760-9,371.11369,371.11369,817
CONSULTA:2b0748ee81868e0d1f97e1d5,2511,M:6d32ccdfc9591d2310b5c174,8cfedc73ec123efca4d63f1e35215eaf7401540a37f6c8f2509ee97a6e5133bc,S.F.MOSTAZAL__013,1.0,4281,Energía Pacífico S.A.,76004531-4,4610.673649,4610.673649,4281
CONSULTA:c4d0476833b09a75f4ff7bf1,2511,M:f2fb1445da925ef3429bc02e,c4b418bbed03ecdd8b65a931579724e6ea5bbdb23a06b302e41717786f106e42,LAGUNAS_______220,1.0,2043,AES Andes S.A.,94272000-9,117425.29551199998,117425.29551199998,2043
